episode_id,frame_index,value,return
50,10,0.609375,0.7097415924072266
50,11,0.609375,0.7137176990509033
50,12,0.609375,0.7176938056945801
50,13,0.60546875,0.7216700315475464
50,14,0.609375,0.7256461381912231
50,15,0.6171875,0.7296222448348999
50,16,0.63671875,0.7335983514785767
50,17,0.6328125,0.737574577331543
50,18,0.6328125,0.7415506839752197
50,19,0.640625,0.7455267906188965
50,20,0.640625,0.7495030164718628
50,21,0.65625,0.7534791231155396
50,22,0.65625,0.7574552297592163
50,23,0.6640625,0.7614314556121826
50,24,0.6796875,0.7654075622558594
50,25,0.67578125,0.7693836688995361
50,26,0.703125,0.7733598947525024
50,27,0.703125,0.7773360013961792
50,28,0.70703125,0.781312108039856
50,29,0.71484375,0.7852882146835327
50,30,0.72265625,0.789264440536499
50,31,0.7421875,0.7932405471801758
50,32,0.75,0.7972166538238525
50,33,0.74609375,0.8011928796768188
50,34,0.76953125,0.8051689863204956
50,35,0.78515625,0.8091450929641724
50,36,0.8046875,0.8131213188171387
50,37,0.80859375,0.8170974254608154
50,38,0.80078125,0.8210735321044922
50,39,0.796875,0.8250497579574585
50,40,0.7890625,0.8290258646011353
50,41,0.78515625,0.833001971244812
50,42,0.7890625,0.8369780778884888
50,43,0.79296875,0.8409543037414551
50,44,0.796875,0.8449304103851318
50,45,0.78515625,0.8489065170288086
50,46,0.78515625,0.8528827428817749
50,47,0.77734375,0.8568588495254517
50,48,0.80859375,0.8608349561691284
50,49,0.84765625,0.8648111820220947
50,50,0.83984375,0.8687872886657715
50,51,0.8515625,0.8727633953094482
50,52,0.8359375,0.8767396211624146
50,53,0.87890625,0.8807157278060913
50,54,0.89453125,0.8846918344497681
50,55,0.921875,0.8886679410934448
50,56,0.90234375,0.8926441669464111
50,57,0.890625,0.8966202735900879
50,58,0.921875,0.9005963802337646
50,59,0.92578125,0.904572606086731
50,60,0.92578125,0.9085487127304077
50,61,0.96484375,0.9125248193740845
50,62,0.9375,0.9165010452270508
50,63,0.95703125,0.9204771518707275
50,64,0.92578125,0.9244532585144043
50,65,0.94921875,0.928429365158081
50,66,0.95703125,0.9324055910110474
50,67,0.9375,0.9363816976547241
50,68,0.9375,0.9403578042984009
50,69,0.9453125,0.9443340301513672
50,70,0.95703125,0.948310136795044
50,71,0.95703125,0.9522862434387207
50,72,0.9375,0.956262469291687
50,73,0.94921875,0.9602385759353638
50,74,0.97265625,0.9642146825790405
50,75,0.984375,0.9681909084320068
50,76,0.96484375,0.9721670150756836
50,77,0.97265625,0.9761431217193604
50,78,0.984375,0.9801192283630371
50,79,0.98828125,0.9840954542160034
50,80,0.99609375,0.9880715608596802
50,81,0.99609375,0.9920476675033569
50,82,0.9921875,0.9960238933563232
51,2,0.6796875,0.6461232900619507
51,3,0.6796875,0.6500993967056274
51,4,0.67578125,0.6540755033493042
51,5,0.67578125,0.6580517292022705
51,6,0.67578125,0.6620278358459473
51,7,0.68359375,0.666003942489624
51,8,0.6796875,0.6699801683425903
51,9,0.6796875,0.6739562749862671
51,10,0.69140625,0.6779323816299438
51,11,0.6953125,0.6819086074829102
51,12,0.703125,0.6858847141265869
51,13,0.69921875,0.6898608207702637
51,14,0.6953125,0.6938369274139404
51,15,0.6640625,0.6978131532669067
51,16,0.63671875,0.7017892599105835
51,17,0.6015625,0.7057653665542603
51,18,0.60546875,0.7097415924072266
51,19,0.58203125,0.7137176990509033
51,20,0.5546875,0.7176938056945801
51,21,0.57421875,0.7216700315475464
51,22,0.57421875,0.7256461381912231
51,23,0.5625,0.7296222448348999
51,24,0.62109375,0.7335983514785767
51,25,0.640625,0.737574577331543
51,26,0.67578125,0.7415506839752197
51,27,0.71875,0.7455267906188965
51,28,0.765625,0.7495030164718628
51,29,0.78125,0.7534791231155396
51,30,0.77734375,0.7574552297592163
51,31,0.78125,0.7614314556121826
51,32,0.796875,0.7654075622558594
51,33,0.796875,0.7693836688995361
51,34,0.80078125,0.7733598947525024
51,35,0.79296875,0.7773360013961792
51,36,0.796875,0.781312108039856
51,37,0.796875,0.7852882146835327
51,38,0.79296875,0.789264440536499
51,39,0.796875,0.7932405471801758
51,40,0.8046875,0.7972166538238525
51,41,0.8125,0.8011928796768188
51,42,0.82421875,0.8051689863204956
51,43,0.828125,0.8091450929641724
51,44,0.83984375,0.8131213188171387
51,45,0.8515625,0.8170974254608154
51,46,0.88671875,0.8210735321044922
51,47,0.90234375,0.8250497579574585
51,48,0.87890625,0.8290258646011353
51,49,0.84375,0.833001971244812
51,50,0.875,0.8369780778884888
51,51,0.87890625,0.8409543037414551
51,52,0.8828125,0.8449304103851318
51,53,0.87109375,0.8489065170288086
51,54,0.86328125,0.8528827428817749
51,55,0.86328125,0.8568588495254517
51,56,0.89453125,0.8608349561691284
51,57,0.90625,0.8648111820220947
51,58,0.90625,0.8687872886657715
51,59,0.91015625,0.8727633953094482
51,60,0.93359375,0.8767396211624146
51,61,0.93359375,0.8807157278060913
51,62,0.91796875,0.8846918344497681
51,63,0.9140625,0.8886679410934448
51,64,0.87890625,0.8926441669464111
51,65,0.8671875,0.8966202735900879
51,66,0.828125,0.9005963802337646
51,67,0.82421875,0.904572606086731
51,68,0.84375,0.9085487127304077
51,69,0.87890625,0.9125248193740845
51,70,0.88671875,0.9165010452270508
51,71,0.89453125,0.9204771518707275
51,72,0.90625,0.9244532585144043
51,73,0.8984375,0.928429365158081
51,74,0.89453125,0.9324055910110474
51,75,0.8984375,0.9363816976547241
51,76,0.88671875,0.9403578042984009
51,77,0.890625,0.9443340301513672
51,78,0.890625,0.948310136795044
51,79,0.8984375,0.9522862434387207
51,80,0.88671875,0.956262469291687
51,81,0.89453125,0.9602385759353638
51,82,0.88671875,0.9642146825790405
51,83,0.91015625,0.9681909084320068
51,84,0.9140625,0.9721670150756836
51,85,0.90234375,0.9761431217193604
51,86,0.921875,0.9801192283630371
51,87,0.94140625,0.9840954542160034
51,88,0.9375,0.9880715608596802
51,89,0.9140625,0.9920476675033569
51,90,0.87890625,0.9960238933563232
103,2,0.498046875,0.6103379726409912
103,3,0.494140625,0.614314079284668
103,4,0.5,0.6182903051376343
103,5,0.51171875,0.622266411781311
103,6,0.51953125,0.6262425184249878
103,7,0.53515625,0.6302187442779541
103,8,0.51953125,0.6341948509216309
103,9,0.5234375,0.6381709575653076
103,10,0.5,0.6421470642089844
103,11,0.53515625,0.6461232900619507
103,12,0.52734375,0.6500993967056274
103,13,0.51953125,0.6540755033493042
103,14,0.51953125,0.6580517292022705
103,15,0.51953125,0.6620278358459473
103,16,0.5546875,0.666003942489624
103,17,0.57421875,0.6699801683425903
103,18,0.58203125,0.6739562749862671
103,19,0.59375,0.6779323816299438
103,20,0.6015625,0.6819086074829102
103,21,0.58203125,0.6858847141265869
103,22,0.55078125,0.6898608207702637
103,23,0.6015625,0.6938369274139404
103,24,0.62109375,0.6978131532669067
103,25,0.62109375,0.7017892599105835
103,26,0.62890625,0.7057653665542603
103,27,0.6015625,0.7097415924072266
103,28,0.61328125,0.7137176990509033
103,29,0.609375,0.7176938056945801
103,30,0.609375,0.7216700315475464
103,31,0.62109375,0.7256461381912231
103,32,0.59765625,0.7296222448348999
103,33,0.59375,0.7335983514785767
103,34,0.6171875,0.737574577331543
103,35,0.63671875,0.7415506839752197
103,36,0.64453125,0.7455267906188965
103,37,0.6328125,0.7495030164718628
103,38,0.6015625,0.7534791231155396
103,39,0.62890625,0.7574552297592163
103,40,0.68359375,0.7614314556121826
103,41,0.6796875,0.7654075622558594
103,42,0.7109375,0.7693836688995361
103,43,0.6953125,0.7733598947525024
103,44,0.7265625,0.7773360013961792
103,45,0.72265625,0.781312108039856
103,46,0.7734375,0.7852882146835327
103,47,0.80859375,0.789264440536499
103,48,0.82421875,0.7932405471801758
103,49,0.83203125,0.7972166538238525
103,50,0.84375,0.8011928796768188
103,51,0.86328125,0.8051689863204956
103,52,0.86328125,0.8091450929641724
103,53,0.86328125,0.8131213188171387
103,54,0.86328125,0.8170974254608154
103,55,0.8671875,0.8210735321044922
103,56,0.859375,0.8250497579574585
103,57,0.83984375,0.8290258646011353
103,58,0.83984375,0.833001971244812
103,59,0.8203125,0.8369780778884888
103,60,0.8359375,0.8409543037414551
103,61,0.83984375,0.8449304103851318
103,62,0.84765625,0.8489065170288086
103,63,0.78125,0.8528827428817749
103,64,0.79296875,0.8568588495254517
103,65,0.83203125,0.8608349561691284
103,66,0.84765625,0.8648111820220947
103,67,0.84375,0.8687872886657715
103,68,0.8203125,0.8727633953094482
103,69,0.828125,0.8767396211624146
103,70,0.83984375,0.8807157278060913
103,71,0.8828125,0.8846918344497681
103,72,0.8984375,0.8886679410934448
103,73,0.91015625,0.8926441669464111
103,74,0.90625,0.8966202735900879
103,75,0.90625,0.9005963802337646
103,76,0.8984375,0.904572606086731
103,77,0.90234375,0.9085487127304077
103,78,0.91015625,0.9125248193740845
103,79,0.92578125,0.9165010452270508
103,80,0.93359375,0.9204771518707275
103,81,0.9375,0.9244532585144043
103,82,0.9296875,0.928429365158081
103,83,0.9375,0.9324055910110474
103,84,0.94140625,0.9363816976547241
103,85,0.9453125,0.9403578042984009
103,86,0.94140625,0.9443340301513672
103,87,0.91015625,0.948310136795044
103,88,0.91015625,0.9522862434387207
103,89,0.89453125,0.956262469291687
103,90,0.8984375,0.9602385759353638
103,91,0.921875,0.9642146825790405
103,92,0.921875,0.9681909084320068
103,93,0.91015625,0.9721670150756836
103,94,0.921875,0.9761431217193604
103,95,0.9296875,0.9801192283630371
103,96,0.92578125,0.9840954542160034
103,97,0.90234375,0.9880715608596802
103,98,0.92578125,0.9920476675033569
103,99,0.921875,0.9960238933563232
107,2,0.6953125,0.6620278358459473
107,3,0.69921875,0.666003942489624
107,4,0.6875,0.6699801683425903
107,5,0.69140625,0.6739562749862671
107,6,0.69140625,0.6779323816299438
107,7,0.6953125,0.6819086074829102
107,8,0.671875,0.6858847141265869
107,9,0.66015625,0.6898608207702637
107,10,0.65234375,0.6938369274139404
107,11,0.65234375,0.6978131532669067
107,12,0.66796875,0.7017892599105835
107,13,0.6875,0.7057653665542603
107,14,0.7109375,0.7097415924072266
107,15,0.75,0.7137176990509033
107,16,0.76953125,0.7176938056945801
107,17,0.75390625,0.7216700315475464
107,18,0.76171875,0.7256461381912231
107,19,0.75,0.7296222448348999
107,20,0.76171875,0.7335983514785767
107,21,0.7578125,0.737574577331543
107,22,0.75390625,0.7415506839752197
107,23,0.76171875,0.7455267906188965
107,24,0.77734375,0.7495030164718628
107,25,0.79296875,0.7534791231155396
107,26,0.8046875,0.7574552297592163
107,27,0.8203125,0.7614314556121826
107,28,0.828125,0.7654075622558594
107,29,0.8359375,0.7693836688995361
107,30,0.8359375,0.7733598947525024
107,31,0.8359375,0.7773360013961792
107,32,0.84375,0.781312108039856
107,33,0.85546875,0.7852882146835327
107,34,0.859375,0.789264440536499
107,35,0.859375,0.7932405471801758
107,36,0.85546875,0.7972166538238525
107,37,0.85546875,0.8011928796768188
107,38,0.8515625,0.8051689863204956
107,39,0.8515625,0.8091450929641724
107,40,0.86328125,0.8131213188171387
107,41,0.8671875,0.8170974254608154
107,42,0.8671875,0.8210735321044922
107,43,0.84375,0.8250497579574585
107,44,0.83203125,0.8290258646011353
107,45,0.8203125,0.833001971244812
107,46,0.8203125,0.8369780778884888
107,47,0.83203125,0.8409543037414551
107,48,0.875,0.8449304103851318
107,49,0.890625,0.8489065170288086
107,50,0.89453125,0.8528827428817749
107,51,0.890625,0.8568588495254517
107,52,0.89453125,0.8608349561691284
107,53,0.91796875,0.8648111820220947
107,54,0.91015625,0.8687872886657715
107,55,0.875,0.8727633953094482
107,56,0.8671875,0.8767396211624146
107,57,0.85546875,0.8807157278060913
107,58,0.859375,0.8846918344497681
107,59,0.8671875,0.8886679410934448
107,60,0.84375,0.8926441669464111
107,61,0.87890625,0.8966202735900879
107,62,0.9140625,0.9005963802337646
107,63,0.8984375,0.904572606086731
107,64,0.93359375,0.9085487127304077
107,65,0.921875,0.9125248193740845
107,66,0.9296875,0.9165010452270508
107,67,0.93359375,0.9204771518707275
107,68,0.91015625,0.9244532585144043
107,69,0.91796875,0.928429365158081
107,70,0.93359375,0.9324055910110474
107,71,0.91796875,0.9363816976547241
107,72,0.921875,0.9403578042984009
107,73,0.921875,0.9443340301513672
107,74,0.92578125,0.948310136795044
107,75,0.921875,0.9522862434387207
107,76,0.921875,0.956262469291687
107,77,0.921875,0.9602385759353638
107,78,0.90625,0.9642146825790405
107,79,0.9296875,0.9681909084320068
107,80,0.953125,0.9721670150756836
107,81,0.95703125,0.9761431217193604
107,82,0.94921875,0.9801192283630371
107,83,0.9453125,0.9840954542160034
107,84,0.95703125,0.9880715608596802
107,85,0.9609375,0.9920476675033569
107,86,0.96484375,0.9960238933563232
109,2,0.62890625,0.5984095335006714
109,3,0.625,0.6023856401443481
109,4,0.625,0.6063618659973145
109,5,0.6171875,0.6103379726409912
109,6,0.60546875,0.614314079284668
109,7,0.609375,0.6182903051376343
109,8,0.625,0.622266411781311
109,9,0.62890625,0.6262425184249878
109,10,0.64453125,0.6302187442779541
109,11,0.66015625,0.6341948509216309
109,12,0.65625,0.6381709575653076
109,13,0.6640625,0.6421470642089844
109,14,0.66796875,0.6461232900619507
109,15,0.66015625,0.6500993967056274
109,16,0.66015625,0.6540755033493042
109,17,0.66015625,0.6580517292022705
109,18,0.65625,0.6620278358459473
109,19,0.6640625,0.666003942489624
109,20,0.66796875,0.6699801683425903
109,21,0.67578125,0.6739562749862671
109,22,0.703125,0.6779323816299438
109,23,0.7109375,0.6819086074829102
109,24,0.71875,0.6858847141265869
109,25,0.7109375,0.6898608207702637
109,26,0.71875,0.6938369274139404
109,27,0.72265625,0.6978131532669067
109,28,0.74609375,0.7017892599105835
109,29,0.7734375,0.7057653665542603
109,30,0.79296875,0.7097415924072266
109,31,0.8125,0.7137176990509033
109,32,0.80859375,0.7176938056945801
109,33,0.8046875,0.7216700315475464
109,34,0.7890625,0.7256461381912231
109,35,0.7890625,0.7296222448348999
109,36,0.78515625,0.7335983514785767
109,37,0.796875,0.737574577331543
109,38,0.796875,0.7415506839752197
109,39,0.80078125,0.7455267906188965
109,40,0.81640625,0.7495030164718628
109,41,0.82421875,0.7534791231155396
109,42,0.8125,0.7574552297592163
109,43,0.8125,0.7614314556121826
109,44,0.8125,0.7654075622558594
109,45,0.82421875,0.7693836688995361
109,46,0.81640625,0.7733598947525024
109,47,0.80078125,0.7773360013961792
109,48,0.7890625,0.781312108039856
109,49,0.79296875,0.7852882146835327
109,50,0.80078125,0.789264440536499
109,51,0.8046875,0.7932405471801758
109,52,0.8125,0.7972166538238525
109,53,0.80859375,0.8011928796768188
109,54,0.80859375,0.8051689863204956
109,55,0.81640625,0.8091450929641724
109,56,0.81640625,0.8131213188171387
109,57,0.8125,0.8170974254608154
109,58,0.81640625,0.8210735321044922
109,59,0.81640625,0.8250497579574585
109,60,0.8359375,0.8290258646011353
109,61,0.8359375,0.833001971244812
109,62,0.83984375,0.8369780778884888
109,63,0.81640625,0.8409543037414551
109,64,0.828125,0.8449304103851318
109,65,0.82421875,0.8489065170288086
109,66,0.8125,0.8528827428817749
109,67,0.8359375,0.8568588495254517
109,68,0.84765625,0.8608349561691284
109,69,0.83203125,0.8648111820220947
109,70,0.84375,0.8687872886657715
109,71,0.8984375,0.8727633953094482
109,72,0.92578125,0.8767396211624146
109,73,0.94140625,0.8807157278060913
109,74,0.890625,0.8846918344497681
109,75,0.859375,0.8886679410934448
109,76,0.85546875,0.8926441669464111
109,77,0.86328125,0.8966202735900879
109,78,0.86328125,0.9005963802337646
109,79,0.87109375,0.904572606086731
109,80,0.8515625,0.9085487127304077
109,81,0.84375,0.9125248193740845
109,82,0.8671875,0.9165010452270508
109,83,0.86328125,0.9204771518707275
109,84,0.88671875,0.9244532585144043
109,85,0.87109375,0.928429365158081
109,86,0.8359375,0.9324055910110474
109,87,0.83203125,0.9363816976547241
109,88,0.83984375,0.9403578042984009
109,89,0.83984375,0.9443340301513672
109,90,0.8359375,0.948310136795044
109,91,0.84765625,0.9522862434387207
109,92,0.85546875,0.956262469291687
109,93,0.87890625,0.9602385759353638
109,94,0.91015625,0.9642146825790405
109,95,0.92578125,0.9681909084320068
109,96,0.9375,0.9721670150756836
109,97,0.94140625,0.9761431217193604
109,98,0.94921875,0.9801192283630371
109,99,0.94140625,0.9840954542160034
109,100,0.92578125,0.9880715608596802
109,101,0.91796875,0.9920476675033569
109,102,0.91796875,0.9960238933563232
111,2,0.5625,0.5984095335006714
111,3,0.5625,0.6023856401443481
111,4,0.59375,0.6063618659973145
111,5,0.609375,0.6103379726409912
111,6,0.60546875,0.614314079284668
111,7,0.59765625,0.6182903051376343
111,8,0.58984375,0.622266411781311
111,9,0.58984375,0.6262425184249878
111,10,0.58984375,0.6302187442779541
111,11,0.59375,0.6341948509216309
111,12,0.6171875,0.6381709575653076
111,13,0.6328125,0.6421470642089844
111,14,0.65234375,0.6461232900619507
111,15,0.66015625,0.6500993967056274
111,16,0.63671875,0.6540755033493042
111,17,0.61328125,0.6580517292022705
111,18,0.6171875,0.6620278358459473
111,19,0.61328125,0.666003942489624
111,20,0.609375,0.6699801683425903
111,21,0.625,0.6739562749862671
111,22,0.625,0.6779323816299438
111,23,0.6484375,0.6819086074829102
111,24,0.671875,0.6858847141265869
111,25,0.66015625,0.6898608207702637
111,26,0.63671875,0.6938369274139404
111,27,0.6328125,0.6978131532669067
111,28,0.66796875,0.7017892599105835
111,29,0.66015625,0.7057653665542603
111,30,0.671875,0.7097415924072266
111,31,0.68359375,0.7137176990509033
111,32,0.703125,0.7176938056945801
111,33,0.7109375,0.7216700315475464
111,34,0.71484375,0.7256461381912231
111,35,0.71875,0.7296222448348999
111,36,0.73046875,0.7335983514785767
111,37,0.75390625,0.737574577331543
111,38,0.765625,0.7415506839752197
111,39,0.7734375,0.7455267906188965
111,40,0.78515625,0.7495030164718628
111,41,0.78125,0.7534791231155396
